"Name","State","Notes","User","Tags","Created","Runtime","Sweep","add_gaussian_noise","batch_size","corrector_name","dataset","do_sample","max_samples","max_seq_length","model_name","noise_lambda","num_steps","sequence_beam_width","top_p","dataset_list","max_querry_samples","noise_mean","noise_std","quantize_list","ada_emb_cos_sim_mean","ada_emb_cos_sim_sem","bleu","bleu_score","bleu_score_sem","emb_cos_sim","emb_cos_sim_sem","exact","exact_match","exact_match_sem","f1","n_ngrams_match_1","n_ngrams_match_2","n_ngrams_match_3","num_pred_words","num_true_words","rouge_score","token_set_f1","token_set_f1_sem","token_set_precision","token_set_recall","arguana.lambda noise 0.001.bleu","arguana.lambda noise 0.001.bleu_score_sem","arguana.lambda noise 0.001.ndcg","arguana.lambda noise 0.01.bleu","arguana.lambda noise 0.01.bleu_score_sem","arguana.lambda noise 0.01.ndcg","arguana.lambda noise 0.1.bleu","arguana.lambda noise 0.1.bleu_score_sem","arguana.lambda noise 0.1.ndcg","arguana.lambda noise 1.bleu","arguana.lambda noise 1.bleu_score_sem","arguana.lambda noise 1.ndcg","arguana.method: naive-8-bit.bleu","arguana.method: naive-8-bit.bleu_score_sem","arguana.method: naive-8-bit.ndcg","arguana.method: zero_point.bleu","arguana.method: zero_point.bleu_score_sem","arguana.method: zero_point.ndcg","fiqa.lambda noise 0.001.bleu","fiqa.lambda noise 0.001.bleu_score_sem","fiqa.lambda noise 0.001.ndcg","fiqa.lambda noise 0.01.bleu","fiqa.lambda noise 0.01.bleu_score_sem","fiqa.lambda noise 0.01.ndcg","fiqa.lambda noise 0.1.bleu","fiqa.lambda noise 0.1.bleu_score_sem","fiqa.lambda noise 0.1.ndcg","fiqa.lambda noise 1.bleu","fiqa.lambda noise 1.bleu_score_sem","fiqa.lambda noise 1.ndcg","fiqa.method: naive-8-bit.bleu","fiqa.method: naive-8-bit.bleu_score_sem","fiqa.method: naive-8-bit.ndcg","fiqa.method: zero_point.bleu","fiqa.method: zero_point.bleu_score_sem","fiqa.method: zero_point.ndcg","nfcorpus.lambda noise 0.001.bleu","nfcorpus.lambda noise 0.001.bleu_score_sem","nfcorpus.lambda noise 0.001.ndcg","nfcorpus.lambda noise 0.01.bleu","nfcorpus.lambda noise 0.01.bleu_score_sem","nfcorpus.lambda noise 0.01.ndcg","nfcorpus.lambda noise 0.1.bleu","nfcorpus.lambda noise 0.1.bleu_score_sem","nfcorpus.lambda noise 0.1.ndcg","nfcorpus.lambda noise 1.bleu","nfcorpus.lambda noise 1.bleu_score_sem","nfcorpus.lambda noise 1.ndcg","nfcorpus.method: naive-8-bit.bleu","nfcorpus.method: naive-8-bit.bleu_score_sem","nfcorpus.method: naive-8-bit.ndcg","nfcorpus.method: zero_point.bleu","nfcorpus.method: zero_point.bleu_score_sem","nfcorpus.method: zero_point.ndcg","quora.lambda noise 0.001.bleu","quora.lambda noise 0.001.bleu_score_sem","quora.lambda noise 0.001.ndcg","quora.lambda noise 0.01.bleu","quora.lambda noise 0.01.bleu_score_sem","quora.lambda noise 0.01.ndcg","quora.lambda noise 0.1.bleu","quora.lambda noise 0.1.bleu_score_sem","quora.lambda noise 0.1.ndcg","quora.lambda noise 1.bleu","quora.lambda noise 1.bleu_score_sem","quora.lambda noise 1.ndcg","quora.method: naive-8-bit.bleu","quora.method: naive-8-bit.bleu_score_sem","quora.method: naive-8-bit.ndcg","quora.method: zero_point.bleu","quora.method: zero_point.bleu_score_sem","quora.method: zero_point.ndcg","scifact.lambda noise 0.001.bleu","scifact.lambda noise 0.001.bleu_score_sem","scifact.lambda noise 0.001.ndcg","scifact.lambda noise 0.01.bleu","scifact.lambda noise 0.01.bleu_score_sem","scifact.lambda noise 0.01.ndcg","scifact.lambda noise 0.1.bleu","scifact.lambda noise 0.1.bleu_score_sem","scifact.lambda noise 0.1.ndcg","scifact.lambda noise 1.bleu","scifact.lambda noise 1.bleu_score_sem","scifact.lambda noise 1.ndcg","scifact.method: naive-8-bit.bleu","scifact.method: naive-8-bit.bleu_score_sem","scifact.method: naive-8-bit.ndcg","scifact.method: zero_point.bleu","scifact.method: zero_point.bleu_score_sem","scifact.method: zero_point.ndcg","vihealthqa.lambda noise 0.001.bleu","vihealthqa.lambda noise 0.001.bleu_score_sem","vihealthqa.lambda noise 0.001.ndcg","vihealthqa.lambda noise 0.01.bleu","vihealthqa.lambda noise 0.01.bleu_score_sem","vihealthqa.lambda noise 0.01.ndcg","vihealthqa.lambda noise 0.1.bleu","vihealthqa.lambda noise 0.1.bleu_score_sem","vihealthqa.lambda noise 0.1.ndcg","vihealthqa.lambda noise 1.bleu","vihealthqa.lambda noise 1.bleu_score_sem","vihealthqa.lambda noise 1.ndcg","vihealthqa.method: naive-8-bit.bleu","vihealthqa.method: naive-8-bit.bleu_score_sem","vihealthqa.method: naive-8-bit.ndcg","vihealthqa.method: zero_point.bleu","vihealthqa.method: zero_point.bleu_score_sem","vihealthqa.method: zero_point.ndcg","arguana.method: nothing.bleu","arguana.method: nothing.bleu_score_sem","arguana.method: nothing.ndcg","fiqa.method: nothing.bleu","fiqa.method: nothing.bleu_score_sem","fiqa.method: nothing.ndcg","nfcorpus.method: nothing.bleu","nfcorpus.method: nothing.bleu_score_sem","nfcorpus.method: nothing.ndcg","quora.method: nothing.bleu","quora.method: nothing.bleu_score_sem","quora.method: nothing.ndcg","scifact.method: nothing.bleu","scifact.method: nothing.bleu_score_sem","scifact.method: nothing.ndcg","vihealthqa.method: nothing.bleu","vihealthqa.method: nothing.bleu_score_sem","vihealthqa.method: nothing.ndcg","average_cpu_flops_per_sample","average_cpu_memory_per_sample","average_cuda_flops_per_sample","average_cuda_memory_per_sample","total_cpu_flops","total_cpu_memory","total_cuda_flops","total_cuda_memory"
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-1_beam-1_nucleus-False","finished","-","","","2024-12-11T10:37:54.000Z","34","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","1","1","","","","","","","0.942553460597992","0.004534643143415451","","51.19729484989751","2.95593883890725","","","","0.13","0.033799766898963114","","19.53","13.65","10.55","24.38","24.7","0.8011313285058156","0.7986627578404867","0.015966725365168546","0.7919917662392996","0.8069373980668033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-4_beam-32_nucleus-False","finished","-","","","2024-12-11T09:46:47.000Z","2070","","false","1","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","4","32","","","","","","","0.9973278641700744","0.001058190711773932","","97.28496437067626","0.9697358836502328","","","","0.89","0.03144660377352201","","24.48","23.11","21.91","24.71","24.7","0.9929204394986486","0.9919751657158846","0.003206802232862683","0.9918909336277756","0.9920847542998572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-2_beam-32_nucleus-False","finished","-","","","2024-12-11T09:33:43.000Z","774","","false","1","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","2","32","","","","","","","0.9829975962638856","0.002995376940816641","","82.00386756126107","2.638687924722095","","","","0.58","0.04960449637488583","","22.99","20.05","17.99","24.44","24.7","0.9424356662751516","0.937815487677684","0.010530147827187126","0.933213742882928","0.9430647502959688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-1_beam-32_nucleus-False","finished","-","","","2024-12-11T09:31:22.000Z","133","","false","1","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","1","32","","","","","","","0.9603163003921508","0.003960268571972847","","61.08268262510036","2.946955981747159","","","","0.21","0.04093601807403323","","20.56","15.59","12.8","24.33","24.7","0.8451635276417884","0.8453819970872134","0.015528960047543451","0.8372138334022804","0.8548363149722753","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-128_beam-4_nucleus-False","finished","-","","","2024-12-11T07:52:13.000Z","1726","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","128","4","","","","","","","0.9963259100914","0.0011970801278948784","","95.59118705337504","1.3325780101390046","","","","0.87","0.03379976689896311","","24.4","22.87","21.58","24.7","24.7","0.9888992532015786","0.9876541791088536","0.004443043173487286","0.9872506793168692","0.9882103416754446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-128_beam-2_nucleus-False","finished","-","","","2024-12-11T01:29:15.000Z","806","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","128","2","","","","","","","0.9923503994941713","0.0019873143173754215","","91.44146831628107","1.8379544581976723","","","","0.76","0.04292346959909278","","24.08","22.07","20.43","24.69","24.7","0.9794235901995552","0.9792315781235909","0.006569178218454845","0.977265670320018","0.9814756214799693","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-64_beam-8_nucleus-False","finished","-","","","2024-12-11T00:42:16.000Z","2765","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","64","8","","","","","","","0.9980937242507936","0.0009348971070721744","","98.52818922101376","0.7759706220239512","","","","0.94","0.023868325657594204","","24.65","23.48","22.37","24.71","24.7","0.9958653846153848","0.9958964484381686","0.00337537374913952","0.996140350877193","0.9956641604010024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-64_beam-4_nucleus-False","finished","-","","","2024-12-11T00:27:33.000Z","875","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","64","4","","","","","","","0.9963330626487732","0.001197546604089439","","95.59118705337504","1.3325780101390046","","","","0.87","0.03379976689896311","","24.4","22.87","21.58","24.7","24.7","0.9888992532015786","0.9876541791088536","0.004443043173487286","0.9872506793168692","0.9882103416754446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-64_beam-2_nucleus-False","finished","-","","","2024-12-11T00:20:31.000Z","414","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","64","2","","","","","","","0.992617666721344","0.001913849962875247","","91.44063244063972","1.8382354972968304","","","","0.76","0.04292346959909278","","24.05","22.07","20.43","24.68","24.7","0.9782936203538288","0.9784152515929786","0.006966088696811498","0.9764323369866847","0.9806756214799692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-32_beam-8_nucleus-False","finished","-","","","2024-12-10T23:56:54.000Z","1372","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","32","8","","","","","","","0.998118221759796","0.0009338581003248692","","98.52818922101376","0.7759706220239512","","","","0.94","0.023868325657594204","","24.65","23.48","22.37","24.71","24.7","0.9958653846153848","0.9958964484381686","0.00337537374913952","0.996140350877193","0.9956641604010024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"model-sentence-transformers/gtr-t5-base_corrector-gtr-base_steps-32_beam-4_nucleus-False","finished","-","","","2024-12-10T23:49:18.000Z","448","","false","16","gtr-base","nq","false","100","32","sentence-transformers/gtr-t5-base","0.1","32","4","","","","","","","0.9963332414627076","0.001197397941723466","","95.59118705337504","1.3325780101390046","","","","0.87","0.03379976689896311","","24.4","22.87","21.58","24.7","24.7","0.9888992532015786","0.9876541791088536","0.004443043173487286","0.9872506793168692","0.9882103416754446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
